Methods,Pattern Name,Imbalanced Ratio,Time Window,Abnormality Value,ARLIDX,USP,TASRID,TAR,loss,specificity,sensitivity,accuracy,geometric_mean
mixed_CS=T,stratification,0.950000,50,1.805000,6.226667,0.000000,0.321433,0.912782,0.015169,0.989474,0.920000,0.986000,0.954105
Unlu_CS=T,stratification,0.950000,50,1.805000,30.946667,0.000000,0.583223,0.739972,0.134713,1.000000,0.520000,0.976000,0.721110
mixed_CS=T,stratification,0.950000,80,1.805000,3.203333,0.000000,0.900937,0.980275,0.021663,1.000000,0.860000,0.993000,0.927362
Unlu_CS=T,stratification,0.950000,80,1.805000,29.623333,0.000000,0.455592,0.756061,0.147454,1.000000,0.640000,0.982000,0.800000
mixed_CS=T,stratification,0.900000,30,0.005000,3.250000,0.000000,0.020386,0.377824,0.161349,0.647778,0.340000,0.617000,0.469302
Unlu_CS=T,stratification,0.900000,30,0.005000,6.566667,0.000000,0.081956,0.441212,0.685950,0.574444,0.430000,0.560000,0.497002
mixed_CS=T,stratification,0.900000,50,0.005000,9.103333,0.000000,0.044353,0.302011,0.172320,0.706667,0.290000,0.665000,0.452696
Unlu_CS=T,stratification,0.900000,50,0.005000,11.100000,0.000000,0.057989,0.303664,0.673784,0.684444,0.290000,0.645000,0.445521
mixed_CS=T,stratification,0.900000,80,0.005000,2.393333,0.000000,0.016970,0.423609,0.170893,0.578889,0.480000,0.569000,0.527131
Unlu_CS=T,stratification,0.900000,80,0.005000,5.890000,0.000000,0.052893,0.437713,0.690205,0.544444,0.470000,0.537000,0.505855
mixed_CS=T,stratification,0.900000,30,0.080000,2.923333,0.000000,0.055702,0.573361,0.175819,0.433333,0.630000,0.453000,0.522494
Unlu_CS=T,stratification,0.900000,30,0.080000,4.546667,0.000000,0.079587,0.556061,0.688126,0.427778,0.600000,0.445000,0.506623
mixed_CS=T,stratification,0.900000,50,0.080000,5.783333,0.000000,0.052727,0.417741,0.170216,0.563333,0.440000,0.551000,0.497862
Unlu_CS=T,stratification,0.900000,50,0.080000,6.456667,0.000000,0.064821,0.424215,0.679274,0.581111,0.430000,0.566000,0.499878
mixed_CS=T,stratification,0.900000,80,0.080000,3.180000,0.000000,0.029504,0.460937,0.169810,0.546667,0.450000,0.537000,0.495984
Unlu_CS=T,stratification,0.900000,80,0.080000,6.140000,0.000000,0.046061,0.383829,0.670309,0.633333,0.360000,0.606000,0.477493
mixed_CS=T,stratification,0.900000,30,0.155000,3.563333,0.000000,0.027934,0.440000,0.175217,0.547778,0.470000,0.540000,0.507401
Unlu_CS=T,stratification,0.900000,30,0.155000,4.723333,0.000000,0.045730,0.415950,0.672307,0.562222,0.360000,0.542000,0.449889
mixed_CS=T,stratification,0.900000,50,0.155000,5.103333,0.000000,0.039394,0.411570,0.169273,0.616667,0.360000,0.591000,0.471169
Unlu_CS=T,stratification,0.900000,50,0.155000,7.210000,0.000000,0.053251,0.356694,0.664901,0.633333,0.400000,0.610000,0.503322
mixed_CS=T,stratification,0.900000,80,0.155000,4.646667,0.000000,0.034628,0.432369,0.178568,0.537778,0.390000,0.523000,0.457967
Unlu_CS=T,stratification,0.900000,80,0.155000,7.810000,0.000000,0.068512,0.370523,0.664142,0.637778,0.470000,0.621000,0.547499
mixed_CS=T,stratification,0.900000,30,0.230000,3.556667,0.000000,0.020165,0.389669,0.172165,0.625556,0.400000,0.603000,0.500222
Unlu_CS=T,stratification,0.900000,30,0.230000,6.303333,0.000000,0.066253,0.450799,0.674360,0.568889,0.370000,0.549000,0.458791
mixed_CS=T,stratification,0.900000,50,0.230000,3.853333,0.000000,0.026171,0.411736,0.175154,0.571111,0.380000,0.552000,0.465856
Unlu_CS=T,stratification,0.900000,50,0.230000,11.283333,0.000000,0.046474,0.254986,0.577100,0.758889,0.240000,0.707000,0.426771
mixed_CS=T,stratification,0.900000,80,0.230000,4.516667,0.000000,0.033306,0.452479,0.172957,0.483333,0.500000,0.485000,0.491596
Unlu_CS=T,stratification,0.900000,80,0.230000,6.716667,0.000000,0.034683,0.291736,0.626192,0.690000,0.330000,0.654000,0.477179
mixed_CS=T,stratification,0.900000,30,0.305000,7.520000,0.000000,0.037163,0.327631,0.155867,0.674444,0.290000,0.636000,0.442254
Unlu_CS=T,stratification,0.900000,30,0.305000,6.453333,0.000000,0.046997,0.386639,0.648042,0.610000,0.380000,0.587000,0.481456
mixed_CS=T,stratification,0.900000,50,0.305000,5.320000,0.000000,0.025041,0.340882,0.162874,0.643333,0.290000,0.608000,0.431934
Unlu_CS=T,stratification,0.900000,50,0.305000,9.413333,0.000000,0.042893,0.288705,0.606187,0.740000,0.360000,0.702000,0.516140
mixed_CS=T,stratification,0.900000,80,0.305000,8.850000,0.000000,0.073939,0.467163,0.180604,0.607778,0.400000,0.587000,0.493063
Unlu_CS=T,stratification,0.900000,80,0.305000,16.438127,0.003333,0.059008,0.228705,0.549842,0.777778,0.230000,0.723000,0.422953
mixed_CS=T,stratification,0.900000,30,0.380000,5.806667,0.000000,0.031240,0.331433,0.154384,0.688889,0.330000,0.653000,0.476795
Unlu_CS=T,stratification,0.900000,30,0.380000,6.383333,0.000000,0.016804,0.272948,0.541467,0.778889,0.240000,0.725000,0.432358
mixed_CS=T,stratification,0.900000,50,0.380000,3.936667,0.000000,0.025344,0.407438,0.160026,0.634444,0.520000,0.623000,0.574379
Unlu_CS=T,stratification,0.900000,50,0.380000,11.906355,0.003333,0.029091,0.237631,0.528695,0.778889,0.270000,0.728000,0.458585
mixed_CS=T,stratification,0.900000,80,0.380000,6.300000,0.000000,0.023361,0.356722,0.165396,0.682222,0.370000,0.651000,0.502416
Unlu_CS=T,stratification,0.900000,80,0.380000,38.088803,0.136667,0.037906,0.127328,0.417431,0.895556,0.250000,0.831000,0.473169
mixed_CS=T,stratification,0.900000,30,0.455000,3.833333,0.000000,0.021818,0.374325,0.168066,0.625556,0.420000,0.605000,0.512575
Unlu_CS=T,stratification,0.900000,30,0.455000,13.110000,0.000000,0.045592,0.261928,0.557427,0.801111,0.160000,0.737000,0.358019
mixed_CS=T,stratification,0.900000,50,0.455000,5.936667,0.000000,0.051240,0.563719,0.152009,0.694444,0.510000,0.676000,0.595119
Unlu_CS=T,stratification,0.900000,50,0.455000,34.707904,0.030000,0.052645,0.150303,0.441790,0.903333,0.130000,0.826000,0.342685
mixed_CS=T,stratification,0.900000,80,0.455000,7.850000,0.000000,0.087824,0.570275,0.161147,0.624444,0.600000,0.622000,0.612100
Unlu_CS=T,stratification,0.900000,80,0.455000,54.802817,0.290000,0.029807,0.072204,0.343242,0.957778,0.080000,0.870000,0.276807
mixed_CS=T,stratification,0.900000,30,0.530000,10.053333,0.000000,0.040689,0.381901,0.151831,0.703333,0.350000,0.668000,0.496152
Unlu_CS=T,stratification,0.900000,30,0.530000,30.891156,0.020000,0.035923,0.181625,0.429448,0.898889,0.230000,0.832000,0.454692
mixed_CS=T,stratification,0.900000,50,0.530000,9.610000,0.000000,0.067686,0.452562,0.159968,0.673333,0.400000,0.646000,0.518973
Unlu_CS=T,stratification,0.900000,50,0.530000,44.345865,0.113333,0.019421,0.091102,0.351495,0.973333,0.080000,0.884000,0.279046
mixed_CS=T,stratification,0.900000,80,0.530000,6.146667,0.000000,0.030799,0.575317,0.206777,0.594444,0.570000,0.592000,0.582094
Unlu_CS=T,stratification,0.900000,80,0.530000,39.232472,0.096667,0.027686,0.119339,0.354919,0.956667,0.110000,0.872000,0.324397
mixed_CS=T,stratification,0.900000,30,0.605000,6.583333,0.000000,0.021598,0.239256,0.142426,0.835556,0.160000,0.768000,0.365635
Unlu_CS=T,stratification,0.900000,30,0.605000,32.713333,0.000000,0.039945,0.227658,0.390156,0.931111,0.130000,0.851000,0.347914
mixed_CS=T,stratification,0.900000,50,0.605000,11.680000,0.000000,0.105675,0.570854,0.135796,0.802222,0.440000,0.766000,0.594119
Unlu_CS=T,stratification,0.900000,50,0.605000,27.060403,0.006667,0.033581,0.146474,0.380081,0.938889,0.200000,0.865000,0.433333
mixed_CS=T,stratification,0.900000,80,0.605000,8.508361,0.003333,0.043664,0.530523,0.149379,0.781111,0.490000,0.752000,0.618663
Unlu_CS=T,stratification,0.900000,80,0.605000,42.371930,0.050000,0.024380,0.216529,0.365490,0.984444,0.090000,0.895000,0.297658
mixed_CS=T,stratification,0.900000,30,0.680000,11.036667,0.000000,0.025124,0.273829,0.126568,0.894444,0.230000,0.828000,0.453566
Unlu_CS=T,stratification,0.900000,30,0.680000,18.753333,0.000000,0.019284,0.165592,0.375661,0.935556,0.220000,0.864000,0.453676
mixed_CS=T,stratification,0.900000,50,0.680000,13.933333,0.000000,0.031653,0.403691,0.119848,0.875556,0.530000,0.841000,0.681208
Unlu_CS=T,stratification,0.900000,50,0.680000,30.400000,0.000000,0.048650,0.296419,0.365884,0.951111,0.150000,0.871000,0.377712
mixed_CS=T,stratification,0.900000,80,0.680000,7.213333,0.000000,0.144848,0.661543,0.133770,0.757778,0.690000,0.751000,0.723095
Unlu_CS=T,stratification,0.900000,80,0.680000,45.472222,0.040000,0.049449,0.212176,0.325515,0.982222,0.160000,0.900000,0.396428
mixed_CS=T,stratification,0.900000,30,0.755000,14.770000,0.000000,0.022562,0.190937,0.098636,0.963333,0.130000,0.880000,0.353883
Unlu_CS=T,stratification,0.900000,30,0.755000,19.226667,0.000000,0.038788,0.282507,0.363164,0.930000,0.180000,0.855000,0.409145
mixed_CS=T,stratification,0.900000,50,0.755000,14.680000,0.000000,0.036860,0.461653,0.111334,0.912222,0.370000,0.858000,0.580967
Unlu_CS=T,stratification,0.900000,50,0.755000,23.360000,0.000000,0.037328,0.278072,0.393045,0.930000,0.160000,0.853000,0.385746
mixed_CS=T,systematic,0.950000,30,0.005000,3.556667,0.000000,0.019642,0.392287,0.168243,0.618947,0.420000,0.609000,0.509861
Unlu_CS=T,systematic,0.950000,30,0.005000,7.560000,0.000000,0.061240,0.368788,0.678450,0.626316,0.360000,0.613000,0.474841
mixed_CS=T,systematic,0.950000,50,0.005000,2.146667,0.000000,0.041185,0.613361,0.195112,0.378947,0.620000,0.391000,0.484714
Unlu_CS=T,systematic,0.950000,50,0.005000,8.663333,0.000000,0.087989,0.368788,0.681038,0.588421,0.320000,0.575000,0.433929
mixed_CS=T,systematic,0.950000,80,0.005000,3.983333,0.000000,0.033719,0.508733,0.174971,0.467368,0.380000,0.463000,0.421426
Unlu_CS=T,systematic,0.950000,80,0.005000,4.760000,0.000000,0.056749,0.445207,0.671864,0.552632,0.580000,0.554000,0.566150
mixed_CS=T,systematic,0.950000,30,0.080000,7.743333,0.000000,0.026226,0.298843,0.166104,0.667368,0.300000,0.649000,0.447449
Unlu_CS=T,systematic,0.950000,30,0.080000,6.700000,0.000000,0.052617,0.344986,0.672665,0.638947,0.440000,0.629000,0.530223
mixed_CS=T,systematic,0.950000,50,0.080000,2.603333,0.000000,0.031543,0.529697,0.176886,0.484211,0.580000,0.489000,0.529945
Unlu_CS=T,systematic,0.950000,50,0.080000,5.646667,0.000000,0.054435,0.454904,0.660837,0.562105,0.440000,0.556000,0.497319
mixed_CS=T,systematic,0.950000,80,0.080000,2.790000,0.000000,0.016474,0.384490,0.169738,0.624211,0.560000,0.621000,0.591234
Unlu_CS=T,systematic,0.950000,80,0.080000,6.120000,0.000000,0.065675,0.450386,0.673387,0.520000,0.400000,0.514000,0.456070
mixed_CS=T,systematic,0.950000,30,0.155000,3.750000,0.000000,0.014050,0.382810,0.176296,0.605263,0.440000,0.597000,0.516058
Unlu_CS=T,systematic,0.950000,30,0.155000,10.646667,0.000000,0.049697,0.362397,0.634038,0.677895,0.320000,0.660000,0.465753
mixed_CS=T,systematic,0.950000,50,0.155000,2.343333,0.000000,0.009256,0.396612,0.162311,0.613684,0.560000,0.611000,0.586228
Unlu_CS=T,systematic,0.950000,50,0.155000,17.587248,0.006667,0.036446,0.192369,0.592382,0.806316,0.280000,0.780000,0.475151
mixed_CS=T,systematic,0.950000,80,0.155000,2.343333,0.000000,0.013113,0.455455,0.162678,0.580000,0.700000,0.586000,0.637181
Unlu_CS=T,systematic,0.950000,80,0.155000,5.810000,0.000000,0.052507,0.393030,0.647991,0.652632,0.240000,0.632000,0.395767
mixed_CS=T,systematic,0.950000,30,0.230000,3.256667,0.000000,0.009311,0.350220,0.153644,0.656842,0.500000,0.649000,0.573080
Unlu_CS=T,systematic,0.950000,30,0.230000,9.692308,0.003333,0.094077,0.422948,0.635525,0.631579,0.320000,0.616000,0.449561
mixed_CS=T,systematic,0.950000,50,0.230000,3.066667,0.000000,0.008457,0.406722,0.182190,0.633684,0.660000,0.635000,0.646708
Unlu_CS=T,systematic,0.950000,50,0.230000,5.613333,0.000000,0.048485,0.444105,0.655301,0.567368,0.460000,0.562000,0.510871
mixed_CS=T,systematic,0.950000,80,0.230000,7.773333,0.000000,0.008264,0.389063,0.134418,0.722105,0.780000,0.725000,0.750495
Unlu_CS=T,systematic,0.950000,80,0.230000,32.615385,0.046667,0.056088,0.169642,0.534489,0.866316,0.240000,0.835000,0.455978
mixed_CS=T,systematic,0.950000,30,0.305000,3.720000,0.000000,0.009394,0.344518,0.154505,0.731579,0.540000,0.722000,0.628532
Unlu_CS=T,systematic,0.950000,30,0.305000,37.191011,0.110000,0.101736,0.218788,0.555076,0.911579,0.240000,0.878000,0.467738
mixed_CS=T,systematic,0.950000,50,0.305000,4.950000,0.000000,0.008567,0.348760,0.122701,0.767368,0.640000,0.761000,0.700797
Unlu_CS=T,systematic,0.950000,50,0.305000,50.618605,0.283333,0.053223,0.125152,0.527627,0.941053,0.100000,0.899000,0.306766
mixed_CS=T,systematic,0.950000,80,0.305000,10.140000,0.000000,0.008320,0.402259,0.117388,0.827368,0.740000,0.823000,0.782466
Unlu_CS=T,systematic,0.950000,80,0.305000,56.643750,0.466667,0.031763,0.107658,0.410353,0.971579,0.120000,0.929000,0.341452
mixed_CS=T,systematic,0.950000,30,0.380000,5.323333,0.000000,0.008264,0.360386,0.110512,0.796842,0.540000,0.784000,0.655969
Unlu_CS=T,systematic,0.950000,30,0.380000,34.950704,0.053333,0.054298,0.182837,0.550368,0.914737,0.180000,0.878000,0.405774
mixed_CS=T,systematic,0.950000,50,0.380000,6.800000,0.000000,0.008292,0.419725,0.112694,0.811579,0.800000,0.811000,0.805769
Unlu_CS=T,systematic,0.950000,50,0.380000,46.520325,0.180000,0.092920,0.200331,0.418587,0.926316,0.240000,0.892000,0.471504
mixed_CS=T,systematic,0.950000,80,0.380000,11.510000,0.000000,0.008264,0.424077,0.091368,0.852632,0.860000,0.853000,0.856308
Unlu_CS=T,systematic,0.950000,80,0.380000,55.146789,0.273333,0.030937,0.108375,0.369850,0.975789,0.100000,0.932000,0.312376
mixed_CS=T,systematic,0.950000,30,0.455000,5.110000,0.000000,0.008264,0.423912,0.120017,0.772632,0.740000,0.771000,0.756140
Unlu_CS=T,systematic,0.950000,30,0.455000,33.605536,0.036667,0.104408,0.305620,0.409044,0.915789,0.220000,0.881000,0.448858
mixed_CS=T,systematic,0.950000,50,0.455000,8.436667,0.000000,0.008264,0.411818,0.088627,0.848421,0.820000,0.847000,0.834089
Unlu_CS=T,systematic,0.950000,50,0.455000,36.271429,0.066667,0.046612,0.251405,0.377648,0.924211,0.280000,0.892000,0.508703
mixed_CS=T,systematic,0.950000,80,0.455000,8.946667,0.000000,0.008264,0.432507,0.078944,0.864211,0.880000,0.865000,0.872070
Unlu_CS=T,systematic,0.950000,80,0.455000,53.931973,0.020000,0.167548,0.482424,0.137631,0.990526,0.280000,0.955000,0.526638
mixed_CS=T,systematic,0.950000,30,0.530000,5.273333,0.000000,0.009201,0.437466,0.106093,0.829474,0.720000,0.824000,0.772801
Unlu_CS=T,systematic,0.950000,30,0.530000,28.573826,0.006667,0.092948,0.358540,0.311720,0.935789,0.240000,0.901000,0.473909
mixed_CS=T,systematic,0.950000,50,0.530000,7.590000,0.000000,0.008292,0.451570,0.084556,0.889474,0.900000,0.890000,0.894721
Unlu_CS=T,systematic,0.950000,50,0.530000,49.421875,0.146667,0.084656,0.240165,0.204242,0.975789,0.180000,0.936000,0.419097
mixed_CS=T,systematic,0.950000,80,0.530000,12.936667,0.000000,0.008264,0.413884,0.046381,0.957895,0.800000,0.950000,0.875395
Unlu_CS=T,systematic,0.950000,80,0.530000,53.944223,0.163333,0.124353,0.325592,0.185041,0.975789,0.280000,0.941000,0.522705
mixed_CS=T,systematic,0.950000,30,0.605000,8.133333,0.000000,0.008264,0.439835,0.088611,0.861053,0.700000,0.853000,0.776361
Unlu_CS=T,systematic,0.950000,30,0.605000,25.758389,0.006667,0.135207,0.466061,0.331745,0.931579,0.280000,0.899000,0.510727
mixed_CS=T,systematic,0.950000,50,0.605000,11.180000,0.000000,0.008264,0.425014,0.053071,0.937895,0.800000,0.931000,0.866208
Unlu_CS=T,systematic,0.950000,50,0.605000,41.672355,0.023333,0.123223,0.431157,0.196040,0.980000,0.240000,0.943000,0.484974
mixed_CS=T,systematic,0.950000,80,0.605000,13.936667,0.000000,0.008264,0.436832,0.055002,0.942105,0.880000,0.939000,0.910523
Unlu_CS=T,systematic,0.950000,80,0.605000,42.763333,0.000000,0.127521,0.619118,0.123239,0.993684,0.540000,0.971000,0.732523
mixed_CS=T,systematic,0.950000,30,0.680000,5.543333,0.000000,0.008264,0.449008,0.091814,0.851579,0.800000,0.849000,0.825387
Unlu_CS=T,systematic,0.950000,30,0.680000,22.196667,0.000000,0.169587,0.584270,0.199991,0.961053,0.360000,0.931000,0.588200
mixed_CS=T,systematic,0.950000,50,0.680000,10.033333,0.000000,0.008264,0.439669,0.038251,0.953684,0.900000,0.951000,0.926453
Unlu_CS=T,systematic,0.950000,50,0.680000,28.246667,0.000000,0.270110,0.692948,0.112778,0.990526,0.500000,0.966000,0.703749
mixed_CS=T,systematic,0.950000,80,0.680000,11.686667,0.000000,0.008264,0.446584,0.036674,0.960000,0.900000,0.957000,0.929516
Unlu_CS=T,systematic,0.950000,80,0.680000,36.926667,0.000000,0.255262,0.683967,0.114446,0.998947,0.540000,0.976000,0.734460
mixed_CS=T,systematic,0.950000,30,0.755000,6.423333,0.000000,0.008264,0.442507,0.044674,0.936842,0.820000,0.931000,0.876476
Unlu_CS=T,systematic,0.950000,30,0.755000,23.772575,0.003333,0.107080,0.502094,0.180727,0.978947,0.340000,0.947000,0.576925
mixed_CS=T,systematic,0.950000,50,0.755000,6.256667,0.000000,0.008264,0.466474,0.053724,0.903158,0.960000,0.906000,0.931145
Unlu_CS=T,systematic,0.950000,50,0.755000,29.648829,0.003333,0.256364,0.666804,0.108726,0.993684,0.440000,0.966000,0.661227
mixed_CS=T,systematic,0.950000,80,0.755000,10.613333,0.000000,0.008264,0.456419,0.034692,0.955789,0.920000,0.954000,0.937724
Unlu_CS=T,systematic,0.950000,80,0.755000,43.070000,0.000000,0.160854,0.626253,0.135495,1.000000,0.500000,0.975000,0.707107
mixed_CS=T,systematic,0.950000,30,0.830000,5.640000,0.000000,0.008264,0.472645,0.072985,0.897895,0.900000,0.898000,0.898947
Unlu_CS=T,systematic,0.950000,30,0.830000,21.693333,0.000000,0.150909,0.599284,0.176000,0.978947,0.200000,0.940000,0.442481
mixed_CS=T,systematic,0.950000,50,0.830000,7.916667,0.000000,0.008264,0.466556,0.043705,0.926316,0.960000,0.928000,0.943008
Unlu_CS=T,systematic,0.950000,50,0.830000,25.660000,0.000000,0.360441,0.782314,0.088734,0.998947,0.560000,0.977000,0.747938
mixed_CS=T,systematic,0.950000,80,0.830000,11.366667,0.000000,0.008264,0.452865,0.018082,0.980000,0.980000,0.980000,0.980000
Unlu_CS=T,systematic,0.950000,80,0.830000,41.973244,0.003333,0.152837,0.599008,0.091410,0.997895,0.580000,0.977000,0.760775
mixed_CS=T,systematic,0.950000,30,0.905000,6.363333,0.000000,0.008264,0.464408,0.044191,0.944211,0.940000,0.944000,0.942103
Unlu_CS=T,systematic,0.950000,30,0.905000,19.193333,0.000000,0.549504,0.802176,0.111035,0.996842,0.480000,0.971000,0.691725
mixed_CS=T,systematic,0.950000,50,0.905000,7.573333,0.000000,0.008264,0.467521,0.025804,0.974737,0.940000,0.973000,0.957211
Unlu_CS=T,systematic,0.950000,50,0.905000,29.720000,0.000000,0.169063,0.674022,0.137726,0.998947,0.460000,0.972000,0.677876
mixed_CS=T,systematic,0.950000,80,0.905000,14.820000,0.000000,0.008264,0.440551,0.014026,0.990526,0.920000,0.987000,0.954612
Unlu_CS=T,systematic,0.950000,80,0.905000,40.530000,0.000000,0.132039,0.618953,0.100510,0.995789,0.480000,0.970000,0.691360
mixed_CS=T,systematic,0.950000,30,0.980000,5.943333,0.000000,0.008264,0.476061,0.041012,0.945263,0.940000,0.945000,0.942628
Unlu_CS=T,systematic,0.950000,30,0.980000,15.013333,0.000000,0.308237,0.811598,0.103063,0.996842,0.560000,0.975000,0.747149
mixed_CS=T,systematic,0.950000,50,0.980000,8.526667,0.000000,0.008485,0.492562,0.017656,0.978947,0.940000,0.977000,0.959276
Unlu_CS=T,systematic,0.950000,50,0.980000,30.546667,0.000000,0.156198,0.656391,0.125291,1.000000,0.400000,0.970000,0.632456
mixed_CS=T,systematic,0.950000,80,0.980000,10.196667,0.000000,0.008264,0.460523,0.014538,0.987368,0.980000,0.987000,0.983677
Unlu_CS=T,systematic,0.950000,80,0.980000,39.326667,0.000000,0.095041,0.641543,0.120320,1.000000,0.460000,0.973000,0.678233
mixed_CS=T,systematic,0.950000,30,1.055000,5.756667,0.000000,0.008264,0.586006,0.040374,0.953684,0.880000,0.950000,0.916102
Unlu_CS=T,systematic,0.950000,30,1.055000,13.296667,0.000000,0.465234,0.876722,0.074060,0.998947,0.680000,0.983000,0.824187
mixed_CS=T,systematic,0.950000,50,1.055000,6.760000,0.000000,0.008264,0.810468,0.017375,0.990526,1.000000,0.991000,0.995252
Unlu_CS=T,systematic,0.950000,50,1.055000,26.040000,0.000000,0.248017,0.750634,0.107547,0.997895,0.520000,0.974000,0.720351
mixed_CS=T,systematic,0.950000,80,1.055000,10.073333,0.000000,0.008264,0.460579,0.005998,0.994737,0.940000,0.992000,0.966981
Unlu_CS=T,systematic,0.950000,80,1.055000,42.356667,0.000000,0.170083,0.630689,0.094113,1.000000,0.480000,0.974000,0.692820
mixed_CS=T,systematic,0.950000,30,1.130000,5.740000,0.000000,0.008264,0.489697,0.034076,0.956842,0.960000,0.957000,0.958420
Unlu_CS=T,systematic,0.950000,30,1.130000,14.633333,0.000000,0.373085,0.833554,0.116910,0.995789,0.540000,0.973000,0.733298
mixed_CS=T,systematic,0.950000,50,1.130000,6.740000,0.000000,0.008320,0.528981,0.009438,0.991579,0.980000,0.991000,0.985772
Unlu_CS=T,systematic,0.950000,50,1.130000,24.660000,0.000000,0.174738,0.767658,0.094849,0.998947,0.580000,0.978000,0.761176
mixed_CS=T,systematic,0.950000,80,1.130000,10.033333,0.000000,0.008264,0.460386,0.002267,0.997895,0.980000,0.997000,0.988907
Unlu_CS=T,systematic,0.950000,80,1.130000,43.606667,0.000000,0.133802,0.624132,0.114399,1.000000,0.460000,0.973000,0.678233
mixed_CS=T,systematic,0.950000,30,1.205000,4.216667,0.000000,0.008264,0.485041,0.037032,0.942105,0.980000,0.944000,0.960866
Unlu_CS=T,systematic,0.950000,30,1.205000,13.343333,0.000000,0.299917,0.854793,0.093437,0.998947,0.520000,0.975000,0.720731
mixed_CS=T,systematic,0.950000,50,1.205000,8.213333,0.000000,0.008264,0.479063,0.008266,0.994737,0.940000,0.992000,0.966981
Unlu_CS=T,systematic,0.950000,50,1.205000,22.193333,0.000000,0.295758,0.806860,0.101961,0.997895,0.640000,0.980000,0.799157
mixed_CS=T,systematic,0.950000,80,1.205000,7.966667,0.000000,0.008264,0.758623,0.007352,0.988421,1.000000,0.989000,0.994194
Unlu_CS=T,systematic,0.950000,80,1.205000,40.143333,0.000000,0.067741,0.653306,0.139767,1.000000,0.480000,0.974000,0.692820
mixed_CS=T,systematic,0.950000,30,1.280000,6.046667,0.000000,0.008264,0.611791,0.017011,0.989474,0.900000,0.985000,0.943677
Unlu_CS=T,systematic,0.950000,30,1.280000,16.366667,0.000000,0.417906,0.849063,0.092602,0.998947,0.600000,0.979000,0.774189
mixed_CS=T,systematic,0.950000,50,1.280000,7.980000,0.000000,0.008320,0.469725,0.001238,0.998947,0.980000,0.998000,0.989428
Unlu_CS=T,systematic,0.950000,50,1.280000,26.440000,0.000000,0.168705,0.763168,0.149362,1.000000,0.460000,0.973000,0.678233
mixed_CS=T,systematic,0.950000,80,1.280000,8.596667,0.000000,0.008264,0.468182,0.000899,1.000000,1.000000,1.000000,1.000000
Unlu_CS=T,systematic,0.950000,80,1.280000,29.450000,0.000000,0.108678,0.734656,0.094372,1.000000,0.600000,0.980000,0.774597
mixed_CS=T,systematic,0.950000,30,1.355000,4.946667,0.000000,0.008264,0.792562,0.013478,0.988421,0.960000,0.987000,0.974107
Unlu_CS=T,systematic,0.950000,30,1.355000,12.600000,0.000000,0.434325,0.888072,0.093800,0.997895,0.600000,0.978000,0.773781
mixed_CS=T,systematic,0.950000,50,1.355000,7.813333,0.000000,0.008430,0.574628,0.006883,0.998947,0.940000,0.996000,0.969026
Unlu_CS=T,systematic,0.950000,50,1.355000,20.053333,0.000000,0.325179,0.832066,0.096495,1.000000,0.560000,0.978000,0.748331
mixed_CS=T,systematic,0.950000,80,1.355000,9.553333,0.000000,0.008264,0.464353,0.000300,1.000000,1.000000,1.000000,1.000000
Unlu_CS=T,systematic,0.950000,80,1.355000,30.710000,0.000000,0.107245,0.733691,0.085825,1.000000,0.680000,0.984000,0.824621
mixed_CS=T,systematic,0.950000,30,1.430000,5.890000,0.000000,0.008540,0.491791,0.013717,0.987368,0.980000,0.987000,0.983677
Unlu_CS=T,systematic,0.950000,30,1.430000,13.633333,0.000000,0.538898,0.883664,0.095277,1.000000,0.580000,0.979000,0.761577
mixed_CS=T,systematic,0.950000,50,1.430000,6.066667,0.000000,0.008567,0.481598,0.002470,0.997895,1.000000,0.998000,0.998947
Unlu_CS=T,systematic,0.950000,50,1.430000,24.960000,0.000000,0.293306,0.790716,0.108485,1.000000,0.540000,0.977000,0.734847
mixed_CS=T,systematic,0.950000,80,1.430000,6.946667,0.000000,0.008264,0.475152,0.001354,0.998947,1.000000,0.999000,0.999474
Unlu_CS=T,systematic,0.950000,80,1.430000,40.960000,0.000000,0.034931,0.639614,0.153000,1.000000,0.460000,0.973000,0.678233
mixed_CS=T,systematic,0.950000,30,1.505000,4.150000,0.000000,0.008292,0.486171,0.010826,0.988421,0.980000,0.988000,0.984201
Unlu_CS=T,systematic,0.950000,30,1.505000,14.320000,0.000000,0.472865,0.877631,0.122029,1.000000,0.560000,0.978000,0.748331
mixed_CS=T,systematic,0.950000,50,1.505000,7.486667,0.000000,0.008264,0.899118,0.002149,0.998947,1.000000,0.999000,0.999474
Unlu_CS=T,systematic,0.950000,50,1.505000,25.643333,0.000000,0.206033,0.783306,0.159801,1.000000,0.500000,0.975000,0.707107
mixed_CS=T,systematic,0.950000,80,1.505000,10.206667,0.000000,0.008264,0.461901,0.000068,1.000000,1.000000,1.000000,1.000000
Unlu_CS=T,systematic,0.950000,80,1.505000,33.543333,0.000000,0.062231,0.698017,0.154002,1.000000,0.560000,0.978000,0.748331
mixed_CS=T,systematic,0.950000,30,1.580000,5.473333,0.000000,0.358154,0.950028,0.019299,0.989474,0.980000,0.989000,0.984725
Unlu_CS=T,systematic,0.950000,30,1.580000,11.833333,0.000000,0.524187,0.902314,0.059653,1.000000,0.700000,0.985000,0.836660
mixed_CS=T,systematic,0.950000,50,1.580000,7.523333,0.000000,0.012314,0.506832,0.000209,1.000000,1.000000,1.000000,1.000000
